model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,cert_region
GMC Yukon 1500 Hybrid,6.0,(8 cyl),Auto-AV,2WD,Gasoline,SUV,6,21,22,21,6,no,FA
GMC Yukon 1500 Hybrid,6.0,(8 cyl),Auto-AV,4WD,Gasoline,SUV,6,20,20,20,6,no,FA
GMC Yukon 1500 Hybrid,6.0,(8 cyl),Auto-AV,2WD,Gasoline,SUV,6,21,22,21,6,no,CA
GMC Yukon 1500 Hybrid,6.0,(8 cyl),Auto-AV,4WD,Gasoline,SUV,6,20,20,20,6,no,CA
GMC Yukon 2500,6.0,,,2WD,Gasoline,SUV,3,,,,,no,FC
GMC Yukon 2500,6.0,,,4WD,Gasoline,SUV,3,,,,,no,FC
GMC Yukon 2500,6.2,,,2WD,Gasoline,SUV,3,,,,,no,FC
GMC Yukon 2500,6.2,,,4WD,Gasoline,SUV,3,,,,,no,FC
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,large car,9.5,21,31,24,7,yes,CA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,9.5,21,30,24,7,yes,CA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,large car,9.5,19,29,22,6,yes,CA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,small car,9.5,19,28,22,6,yes,CA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,large car,9,21,31,24,7,yes,FA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,9,21,30,24,7,yes,FA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,large car,9,19,29,22,6,yes,FA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,small car,9,19,28,22,6,yes,FA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,large car,7,21,31,24,7,yes,CA
HONDA Accord,2.4,(4 cyl),Man-5,2WD,Gasoline,large car,7,22,31,25,7,yes,CA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,7,21,30,24,7,yes,CA
HONDA Accord,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,7,22,31,25,7,yes,CA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,large car,7,19,29,22,6,yes,CA
HONDA Accord,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,7,17,25,20,6,yes,CA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,small car,7,19,28,22,6,yes,CA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,large car,6,21,31,24,7,yes,FA
HONDA Accord,2.4,(4 cyl),Man-5,2WD,Gasoline,large car,6,22,31,25,7,yes,FA
HONDA Accord,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,21,30,24,7,yes,FA
HONDA Accord,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,31,25,7,yes,FA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,large car,6,19,29,22,6,no,FA
HONDA Accord,3.5,(6 cyl),Man-6,2WD,Gasoline,small car,6,17,25,20,6,no,FA
HONDA Accord,3.5,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,19,28,22,6,no,FA
HONDA CR-V,2.4,(4 cyl),Auto-L5,2WD,Gasoline,SUV,7,20,27,23,7,yes,CA
HONDA CR-V,2.4,(4 cyl),Auto-L5,4WD,Gasoline,SUV,7,20,26,22,6,yes,CA
HONDA CR-V,2.4,(4 cyl),Auto-L5,2WD,Gasoline,SUV,6,20,27,23,7,yes,FA
HONDA CR-V,2.4,(4 cyl),Auto-L5,4WD,Gasoline,SUV,6,20,26,22,6,no,FA
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,CNG,small car,9.5,24,36,28,9,yes,CA
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,CNG,small car,9,24,36,28,9,yes,FA
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,Gasoline,small car,7,25,36,29,8,yes,CA
HONDA Civic,1.8,(4 cyl),Man-5,2WD,Gasoline,small car,7,26,34,29,8,yes,CA
HONDA Civic,1.8,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,25,36,29,8,yes,FA
HONDA Civic,1.8,(4 cyl),Man-5,2WD,Gasoline,small car,6,26,34,29,8,yes,FA
HONDA Civic,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,29,24,7,yes,FA
HONDA Civic,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,29,24,7,yes,CA
HONDA Civic Hybrid,1.3,(4 cyl),Auto-AV,2WD,Gasoline,small car,9.5,40,45,42,10,yes,CA
HONDA Civic Hybrid,1.3,(4 cyl),Auto-AV,2WD,Gasoline,small car,9,40,45,42,10,yes,FA
HONDA Element,2.4,(4 cyl),Man-5,2WD,Gasoline,SUV,6,18,23,20,6,no,FA
HONDA Element,2.4,(4 cyl),Auto-L5,2WD,Gasoline,SUV,6,20,25,22,6,no,FA
HONDA Element,2.4,(4 cyl),Man-5,4WD,Gasoline,SUV,6,18,23,20,6,no,FA
HONDA Element,2.4,(4 cyl),Auto-L5,4WD,Gasoline,SUV,6,19,24,21,6,no,FA
HONDA Element,2.4,(4 cyl),Man-5,2WD,Gasoline,SUV,6,18,23,20,6,no,CA
HONDA Element,2.4,(4 cyl),Auto-L5,2WD,Gasoline,SUV,6,20,25,22,6,no,CA
HONDA Element,2.4,(4 cyl),Man-5,4WD,Gasoline,SUV,6,18,23,20,6,no,CA
HONDA Element,2.4,(4 cyl),Auto-L5,4WD,Gasoline,SUV,6,19,24,21,6,no,CA
HONDA Fit,1.5,(4 cyl),Auto-S5,2WD,Gasoline,station wagon,6,27,33,29,8,yes,FA
HONDA Fit,1.5,(4 cyl),Auto-L5,2WD,Gasoline,station wagon,6,27,34,30,8,yes,FA
HONDA Fit,1.5,(4 cyl),Man-5,2WD,Gasoline,station wagon,6,28,34,31,9,yes,FA
HONDA Fit,1.5,(4 cyl),Auto-S5,2WD,Gasoline,station wagon,6,27,33,29,8,yes,CA
HONDA Fit,1.5,(4 cyl),Auto-L5,2WD,Gasoline,station wagon,6,27,34,30,8,yes,CA
HONDA Fit,1.5,(4 cyl),Man-5,2WD,Gasoline,station wagon,6,28,34,31,9,yes,CA
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,no,CA
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,minivan,7,17,25,20,6,no,CA
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,minivan,6,16,23,18,5,no,FA
HONDA Odyssey,3.5,(6 cyl),Auto-L5,2WD,Gasoline,minivan,6,17,25,20,6,no,FA
HONDA Pilot,3.5,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,16,22,18,5,no,CA
HONDA Pilot,3.5,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,15,20,17,4,no,CA
HONDA Pilot,3.5,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,16,22,18,5,no,FA
HONDA Pilot,3.5,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,15,20,17,4,no,FA
HONDA Ridgeline,3.5,(6 cyl),Auto-L5,4WD,Gasoline,pickup,7,15,20,17,4,no,CA
HONDA Ridgeline,3.5,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,15,20,17,4,no,FA
HONDA S2000,2.2,(4 cyl),Man-6,2WD,Gasoline,small car,6,18,25,21,6,no,FA
HONDA S2000,2.2,(4 cyl),Man-6,2WD,Gasoline,small car,6,18,25,21,6,no,CA
HUMMER H2,6.0,,,4WD,Gasoline,SUV,3,,,,,no,FC
HUMMER H2,6.2,,,4WD,Gasoline,SUV,3,,,,,no,FC
HUMMER H3,3.7,(5 cyl),Auto-L4,4WD,Gasoline,SUV,7,14,18,15,3,no,FC
HUMMER H3,5.3,(8 cyl),Auto-L4,4WD,Gasoline,SUV,7,13,16,14,2,no,FC
HUMMER H3,3.7,(5 cyl),Man-5,4WD,Gasoline,SUV,6,13,18,15,3,no,FA
HUMMER H3,3.7,(5 cyl),Auto-L4,4WD,Gasoline,SUV,6,14,18,15,3,no,FA
HUMMER H3,3.7,(5 cyl),Man-5,4WD,Gasoline,SUV,6,13,18,15,3,no,CA
HUMMER H3,3.7,(5 cyl),Auto-L4,4WD,Gasoline,SUV,6,14,18,15,3,no,CA
HUMMER H3,5.3,(8 cyl),Auto-L4,4WD,Gasoline,SUV,6,13,16,14,2,no,FA
HYUNDAI Accent,1.6,(4 cyl),Auto-L4,2WD,Gasoline,small car,7,24,33,28,8,yes,CA
HYUNDAI Accent,1.6,(4 cyl),Man-5,2WD,Gasoline,small car,7,27,32,29,8,yes,CA
HYUNDAI Accent,1.6,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,24,33,28,8,yes,FA
HYUNDAI Accent,1.6,(4 cyl),Man-5,2WD,Gasoline,small car,6,27,32,29,8,yes,FA
HYUNDAI Azera,3.3,(6 cyl),Auto-L5,2WD,Gasoline,large car,7,18,26,21,6,yes,CA
HYUNDAI Azera,3.8,(6 cyl),Auto-L5,2WD,Gasoline,large car,7,17,26,20,6,yes,CA
HYUNDAI Azera,3.3,(6 cyl),Auto-L5,2WD,Gasoline,large car,6,18,26,21,6,no,FA
HYUNDAI Azera,3.8,(6 cyl),Auto-L5,2WD,Gasoline,large car,6,17,26,20,6,no,FA
HYUNDAI Elantra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,9.5,25,33,28,8,yes,CA
HYUNDAI Elantra,2.0,(4 cyl),Man-5,2WD,Gasoline,midsize car,7,24,33,27,8,yes,CA
HYUNDAI Elantra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,7,25,33,28,8,yes,CA
HYUNDAI Elantra,2.0,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,24,33,27,8,yes,FA
HYUNDAI Elantra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,25,33,28,8,yes,FA
HYUNDAI Entourage,3.8,(6 cyl),Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,no,CA
HYUNDAI Entourage,3.8,(6 cyl),Auto-L5,2WD,Gasoline,minivan,6,16,23,18,5,no,FA
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,2WD,Gasoline,SUV,7,17,24,20,6,yes,CA
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,7,18,24,20,6,yes,CA
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,7,17,23,19,5,no,CA
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,4WD,Gasoline,SUV,7,17,23,19,5,no,CA
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,17,24,20,6,yes,CA
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,17,24,19,5,no,CA
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,2WD,Gasoline,SUV,6,17,24,20,6,no,FA
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,FA
HYUNDAI Santa Fe,2.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,23,19,5,no,FA
HYUNDAI Santa Fe,2.7,(6 cyl),Man-5,4WD,Gasoline,SUV,6,17,23,19,5,no,FA
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,17,24,20,6,no,FA
HYUNDAI Santa Fe,3.3,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,17,24,19,5,no,FA
HYUNDAI Sonata,2.4,(4 cyl),Auto-L4,2WD,Gasoline,large car,7,21,30,24,7,yes,CA
HYUNDAI Sonata,2.4,(4 cyl),Man-5,2WD,Gasoline,large car,7,21,31,25,7,yes,CA
HYUNDAI Sonata,3.3,(6 cyl),Auto-L5,2WD,Gasoline,large car,7,19,28,22,6,yes,CA
HYUNDAI Sonata,2.4,(4 cyl),Auto-L4,2WD,Gasoline,large car,6,21,30,24,7,yes,FA
HYUNDAI Sonata,2.4,(4 cyl),Man-5,2WD,Gasoline,large car,6,21,31,25,7,yes,FA
HYUNDAI Sonata,3.3,(6 cyl),Auto-L5,2WD,Gasoline,large car,6,19,28,22,6,no,FA
HYUNDAI Tiburon,2.0,(4 cyl),Auto-L4,2WD,Gasoline,small car,7,20,27,22,6,yes,CA
HYUNDAI Tiburon,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes,CA
HYUNDAI Tiburon,2.0,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,20,27,22,6,no,FA
HYUNDAI Tiburon,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,20,28,23,7,yes,FA
HYUNDAI Tiburon,2.7,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,24,19,5,no,FA
HYUNDAI Tiburon,2.7,(6 cyl),Auto-L4,2WD,Gasoline,small car,6,17,24,20,6,no,FA
HYUNDAI Tiburon,2.7,(6 cyl),Man-5,2WD,Gasoline,small car,6,17,24,20,6,no,FA
HYUNDAI Tiburon,2.7,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,24,19,5,no,CA
HYUNDAI Tiburon,2.7,(6 cyl),Auto-L4,2WD,Gasoline,small car,6,17,24,20,6,no,CA
HYUNDAI Tiburon,2.7,(6 cyl),Man-5,2WD,Gasoline,small car,6,17,24,20,6,no,CA
HYUNDAI Tucson,2.0,(4 cyl),Auto-L4,2WD,Gasoline,SUV,7,19,25,22,6,yes,CA
HYUNDAI Tucson,2.0,(4 cyl),Man-5,2WD,Gasoline,SUV,7,20,25,22,6,yes,CA
HYUNDAI Tucson,2.0,(4 cyl),Man-5,4WD,Gasoline,SUV,7,19,24,21,6,yes,CA
HYUNDAI Tucson,2.0,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,19,25,22,6,no,FA
HYUNDAI Tucson,2.0,(4 cyl),Man-5,2WD,Gasoline,SUV,6,20,25,22,6,no,FA
HYUNDAI Tucson,2.0,(4 cyl),Man-5,4WD,Gasoline,SUV,6,19,24,21,6,no,FA
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,FA
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,23,19,5,no,FA
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,CA
HYUNDAI Tucson,2.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,23,19,5,no,CA
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,23,18,5,no,FA
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,15,22,18,5,no,FA
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,23,18,5,no,CA
HYUNDAI Veracruz,3.8,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,15,22,18,5,no,CA
INFINITI FX35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,SUV,6,15,22,18,5,no,FA
INFINITI FX35,3.5,(6 cyl),Auto-S5,4WD,Gasoline,SUV,6,15,20,17,4,no,FA
INFINITI FX35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,SUV,6,15,22,18,5,no,CA
INFINITI FX35,3.5,(6 cyl),Auto-S5,4WD,Gasoline,SUV,6,15,20,17,4,no,CA
INFINITI FX45,4.5,(8 cyl),Auto-S5,4WD,Gasoline,SUV,6,13,17,14,2,no,FA
INFINITI FX45,4.5,(8 cyl),Auto-S5,4WD,Gasoline,SUV,6,13,17,14,2,no,CA
INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,midsize car,7,17,24,20,6,yes,CA
INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,midsize car,7,17,25,20,6,yes,CA
INFINITI G35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,24,20,6,no,FA
INFINITI G35,3.5,(6 cyl),Man-6,2WD,Gasoline,midsize car,6,17,25,20,6,no,FA
INFINITI G35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,midsize car,7,17,23,19,5,no,CA
INFINITI G35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,midsize car,6,17,23,19,5,no,FA
INFINITI G37,3.7,(6 cyl),Man-6,2WD,Gasoline,small car,7,17,26,20,6,yes,CA
INFINITI G37,3.7,(6 cyl),Auto-S5,2WD,Gasoline,small car,7,18,24,20,6,yes,CA
INFINITI G37,3.7,(6 cyl),Man-6,2WD,Gasoline,small car,6,17,26,20,6,no,FA
INFINITI G37,3.7,(6 cyl),Auto-S5,2WD,Gasoline,small car,6,18,24,20,6,no,FA
INFINITI M35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,large car,6,16,23,19,5,no,FA
INFINITI M35,3.5,(6 cyl),Auto-S5,2WD,Gasoline,large car,6,16,23,19,5,no,CA
INFINITI M35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,large car,6,16,22,18,5,no,FA
INFINITI M35X,3.5,(6 cyl),Auto-S5,4WD,Gasoline,large car,6,16,22,18,5,no,CA
INFINITI M45,4.5,(8 cyl),Auto-S5,2WD,Gasoline,large car,6,16,21,18,5,no,FA
INFINITI M45,4.5,(8 cyl),Auto-S5,2WD,Gasoline,large car,6,16,21,18,5,no,CA
INFINITI M45X,4.5,(8 cyl),Auto-S5,4WD,Gasoline,large car,6,14,20,16,4,no,FA
INFINITI M45X,4.5,(8 cyl),Auto-S5,4WD,Gasoline,large car,6,14,20,16,4,no,CA
INFINITI QX56,5.6,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,no,FA
INFINITI QX56,5.6,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,no,FA
INFINITI QX56,5.6,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,no,CA
INFINITI QX56,5.6,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,no,CA
ISUZU Ascender,4.2,(6 cyl),Auto-L4,2WD,Gasoline,SUV,7,14,20,16,4,no,FC
ISUZU Ascender,4.2,(6 cyl),Auto-L4,4WD,Gasoline,SUV,7,14,20,16,4,no,FC
ISUZU Ascender,4.2,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,14,20,16,4,no,FA
ISUZU Ascender,4.2,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,14,20,16,4,no,FA
ISUZU I-290,2.9,(4 cyl),Man-5,2WD,Gasoline,pickup,7,18,24,20,6,yes,FC
ISUZU I-290,2.9,(4 cyl),Auto-L4,2WD,Gasoline,pickup,7,18,24,20,6,yes,FC
ISUZU I-290,2.9,(4 cyl),Man-5,2WD,Gasoline,pickup,6,18,24,20,6,no,FA
ISUZU I-290,2.9,(4 cyl),Auto-L4,2WD,Gasoline,pickup,6,18,24,20,6,no,FA
ISUZU I-370,3.7,(5 cyl),Auto-L4,2WD,Gasoline,pickup,7,16,22,18,5,no,FC
ISUZU I-370,3.7,(5 cyl),Auto-L4,4WD,Gasoline,pickup,7,15,20,17,4,no,FC
ISUZU I-370,3.7,(5 cyl),Auto-L4,2WD,Gasoline,pickup,6,16,22,18,5,no,FA
ISUZU I-370,3.7,(5 cyl),Auto-L4,4WD,Gasoline,pickup,6,15,20,17,4,no,FA
JEEP Commander,3.7,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,14,19,16,4,no,FA
JEEP Commander,3.7,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,14,19,16,4,no,FA
JEEP Commander,3.7,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,14,19,16,4,no,CA
JEEP Commander,3.7,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,14,19,16,4,no,CA
JEEP Commander,4.7,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,14,19,15,3,no,CA
JEEP Commander,4.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,13,18,14,2,no,CA
JEEP Commander,5.7,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no,FA
JEEP Commander,5.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,13,17,14,2,no,FA
JEEP Commander,5.7,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no,CA
JEEP Commander,5.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,13,17,14,2,no,CA
JEEP Commander,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,SUV,3/3,9/14,13/19,10/15,4/3,no,FA
JEEP Commander,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,SUV,3/3,9/13,12/18,10/14,4/2,no,FA
JEEP Compass,2.4,(4 cyl),Man-5,2WD,Gasoline,SUV,7,23,28,25,7,yes,CA
JEEP Compass,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,7,21,24,22,6,yes,CA
JEEP Compass,2.4,(4 cyl),Man-5,4WD,Gasoline,SUV,7,22,27,24,7,yes,CA
JEEP Compass,2.0,(4 cyl),Auto-AV,2WD,Gasoline,SUV,6,23,27,24,7,yes,FA
JEEP Compass,2.4,(4 cyl),Man-5,2WD,Gasoline,SUV,6,23,28,25,7,yes,FA
JEEP Compass,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,21,24,22,6,no,FA
JEEP Compass,2.4,(4 cyl),Man-5,4WD,Gasoline,SUV,6,22,27,24,7,yes,FA
JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,15,20,17,4,no,FA
JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,15,19,17,4,no,FA
JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,15,20,17,4,no,CA
JEEP Grand Cherokee,3.7,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,15,19,17,4,no,CA
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,14,19,15,3,no,CA
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,14,19,15,3,no,CA
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no,FA
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,no,FA
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no,CA
JEEP Grand Cherokee,5.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,no,CA
JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,11,14,12,0,no,FA
JEEP Grand Cherokee,6.1,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,11,14,12,0,no,CA
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,SUV,3/3,9/14,13/19,10/15,4/3,no,FA
JEEP Grand Cherokee,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,SUV,3/3,9/14,12/19,10/15,4/3,no,FA
JEEP Grand Cherokee,3.0,(6 cyl),Auto-L5,2WD,diesel,SUV,1,18,23,20,4,no,FA
JEEP Grand Cherokee,3.0,(6 cyl),Auto-L5,4WD,diesel,SUV,1,17,22,19,4,no,FA
JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,7,16,22,18,5,no,CA
JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,7,15,21,17,4,no,CA
JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,16,22,18,5,no,FA
JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,SUV,6,16,22,19,5,no,FA
JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,15,21,17,4,no,FA
JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,SUV,6,16,22,18,5,no,FA
JEEP Liberty,3.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,16,22,18,5,no,CA
JEEP Liberty,3.7,(6 cyl),Man-6,2WD,Gasoline,SUV,6,16,22,19,5,no,CA
JEEP Liberty,3.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,15,21,17,4,no,CA
JEEP Liberty,3.7,(6 cyl),Man-6,4WD,Gasoline,SUV,6,16,22,18,5,no,CA
JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,SUV,7,23,28,25,7,yes,CA
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,7,20,22,21,6,yes,CA
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,7,21,24,22,6,yes,CA
JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,SUV,7,22,27,24,7,yes,CA
JEEP Patriot,2.0,(4 cyl),Auto-AV,2WD,Gasoline,SUV,6,23,27,24,7,yes,FA
JEEP Patriot,2.4,(4 cyl),Man-5,2WD,Gasoline,SUV,6,23,28,25,7,yes,FA
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,20,22,21,6,no,FA
JEEP Patriot,2.4,(4 cyl),Auto-AV,4WD,Gasoline,SUV,6,21,24,22,6,no,FA
JEEP Patriot,2.4,(4 cyl),Man-5,4WD,Gasoline,SUV,6,22,27,24,7,yes,FA
JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,SUV,7,15,20,17,4,no,CA
JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,SUV,7,16,21,18,5,no,CA
JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,SUV,7,15,19,16,4,no,CA
JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,SUV,7,15,19,17,4,no,CA
JEEP Wrangler,3.8,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,15,20,17,4,no,FA
JEEP Wrangler,3.8,(6 cyl),Man-6,2WD,Gasoline,SUV,6,16,21,18,5,no,FA
JEEP Wrangler,3.8,(6 cyl),Man-6,4WD,Gasoline,SUV,6,15,19,16,4,no,FA
JEEP Wrangler,3.8,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,15,19,17,4,no,FA
KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,large car,7,17,24,19,5,no,CA
KIA Amanti,3.8,(6 cyl),Auto-L5,2WD,Gasoline,large car,6,17,24,19,5,no,FA
KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,midsize car,7,21,31,25,7,yes,CA
KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,midsize car,7,21,31,25,7,yes,CA
KIA Optima,2.4,(4 cyl),Auto-L5,2WD,Gasoline,midsize car,6,21,31,25,7,yes,FA
KIA Optima,2.4,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,21,31,25,7,yes,FA
KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,small car,7,25,35,29,8,yes,CA
KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,small car,7,27,32,29,8,yes,CA
KIA Rio,1.6,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,25,35,29,8,yes,FA
